HCP_ID,HCP_Name,Province,Specialty,Facility_ID,HCP_Type,Practice_Setting,Years_in_Practice
HCP_1544,Estefana Emmerich,Alberta,Psychiatry,FAC_AB_ACAD_002,Physician,Academic/Teaching Hospital,6
HCP_1545,Florinda Schimmel,Alberta,Psychiatry,FAC_AB_HOSP_006,Physician,Hospital,6
HCP_1546,Chad Sawayn,Alberta,Psychiatry,FAC_AB_PRIV_008,Physician,Private Practice,35
HCP_1547,Dotty Considine,Alberta,Psychiatry,FAC_AB_CLIN_001,Physician,Community Clinic,17
HCP_1548,Earle Rice,Alberta,Psychiatry,FAC_AB_ACAD_005,Physician,Academic/Teaching Hospital,12
HCP_1549,Conchita Tejada,Alberta,Psychiatry,FAC_AB_CLIN_001,Physician,Community Clinic,15
HCP_1550,Suzette Monahan,Alberta,Psychiatry,FAC_AB_PRIV_004,Physician,Private Practice,4
HCP_1551,Reggie Mitchell,Alberta,Psychiatry,FAC_AB_CLIN_007,Physician,Community Clinic,11
HCP_1552,Earle Rice,Alberta,Psychiatry,FAC_AB_PRIV_003,Physician,Private Practice,9
HCP_1553,Kimberely Beatty,Alberta,Psychiatry,FAC_AB_ACAD_001,Physician,Academic/Teaching Hospital,29
HCP_1554,Harold Kessler,Alberta,Psychiatry,FAC_AB_PRIV_006,Physician,Private Practice,3
HCP_1555,Bruno Smitham,Alberta,Psychiatry,FAC_AB_CLIN_007,Physician,Community Clinic,15
HCP_1556,Tressa Kovacek,Alberta,Psychiatry,FAC_AB_CLIN_008,Physician,Community Clinic,28
HCP_1557,Aubrey Greenfelder,Alberta,Psychiatry,FAC_AB_PRIV_001,Physician,Private Practice,30
HCP_1558,Crissy O'Connell,Alberta,Psychiatry,FAC_AB_CLIN_003,Physician,Community Clinic,18
HCP_1559,Sibusiso Ndlovu,Alberta,Psychiatry,FAC_AB_HOSP_007,Physician,Hospital,8
HCP_1560,Toi Kulas,Alberta,Psychiatry,FAC_AB_CLIN_001,Physician,Community Clinic,12
HCP_1561,Ferne Hudson,Alberta,Psychiatry,FAC_AB_HOSP_002,Physician,Hospital,8
HCP_1562,Matt Bartell,Alberta,Psychiatry,FAC_AB_HOSP_004,Physician,Hospital,24
HCP_1563,Emilee Runolfsdottir,Alberta,Psychiatry,FAC_AB_CLIN_008,Physician,Community Clinic,11
HCP_1564,Priya Nair,Alberta,Psychiatry,FAC_AB_ACAD_001,Physician,Academic/Teaching Hospital,23
HCP_1565,Geralyn Mitchell,Alberta,Psychiatry,FAC_AB_ACAD_004,Physician,Academic/Teaching Hospital,23
HCP_1566,Daron Berge,Alberta,Psychiatry,FAC_AB_CLIN_005,Physician,Community Clinic,33
HCP_1567,Hana Kobayashi,Alberta,Psychiatry,FAC_AB_CLIN_002,Physician,Community Clinic,13
HCP_1568,Raphael Connelly,Alberta,Psychiatry,FAC_AB_HOSP_002,Physician,Hospital,34
HCP_1569,Ananya Mehta,Alberta,Psychiatry,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,15
HCP_1570,Naledi Khumalo,Alberta,Psychiatry,FAC_AB_HOSP_003,Physician,Hospital,24
HCP_1571,Jesus Quiroz,Alberta,Psychiatry,FAC_AB_ACAD_004,Physician,Academic/Teaching Hospital,24
HCP_1572,Micheal Deckow,Alberta,Psychiatry,FAC_AB_ACAD_001,Physician,Academic/Teaching Hospital,29
HCP_1573,Joan Trantow,Alberta,Psychiatry,FAC_AB_PRIV_005,Physician,Private Practice,17
HCP_1574,Hae Ruecker,Alberta,Psychiatry,FAC_AB_CLIN_007,Physician,Community Clinic,28
HCP_1575,Jamie Eichmann,Alberta,Psychiatry,FAC_AB_ACAD_002,Physician,Academic/Teaching Hospital,13
HCP_1576,Rayford Wisozk,Alberta,Psychiatry,FAC_AB_PRIV_004,Physician,Private Practice,18
HCP_1577,Dewayne Rosenbaum,Alberta,Psychiatry,FAC_AB_PRIV_005,Physician,Private Practice,18
HCP_1578,Graham Volkman,Alberta,Psychiatry,FAC_AB_ACAD_004,Physician,Academic/Teaching Hospital,25
HCP_1579,Crista Keebler,Alberta,Psychiatry,FAC_AB_ACAD_005,Physician,Academic/Teaching Hospital,22
HCP_1580,Alexander Koch,Alberta,Psychiatry,FAC_AB_HOSP_004,Physician,Hospital,3
HCP_1581,Paige Goodwin,Alberta,Psychiatry,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,29
HCP_1582,Quinton Klocko,Alberta,Psychiatry,FAC_AB_ACAD_004,Physician,Academic/Teaching Hospital,27
HCP_1583,Blanca Feliciano,Alberta,Psychiatry,FAC_AB_HOSP_007,Physician,Hospital,4
HCP_1584,Deloris Zemlak,Alberta,Psychiatry,FAC_AB_CLIN_008,Physician,Community Clinic,34
HCP_1585,Roxanna Crist,Alberta,Psychiatry,FAC_AB_ACAD_004,Physician,Academic/Teaching Hospital,24
HCP_1586,Gale Jacobi,Alberta,Psychiatry,FAC_AB_HOSP_007,Physician,Hospital,3
HCP_1587,Ines Weber,Alberta,Psychiatry,FAC_AB_CLIN_003,Physician,Community Clinic,18
HCP_1588,Jesus Quiroz,Alberta,Psychiatry,FAC_AB_PRIV_001,Physician,Private Practice,30
HCP_1589,Noe Gutkowski,Alberta,Psychiatry,FAC_AB_PRIV_008,Physician,Private Practice,10
HCP_1590,Von Mraz,Alberta,Psychiatry,FAC_AB_ACAD_002,Physician,Academic/Teaching Hospital,33
HCP_1591,Joan Trantow,Alberta,Psychiatry,FAC_AB_HOSP_004,Physician,Hospital,15
HCP_1592,Vivien Leffler,Alberta,Psychiatry,FAC_AB_CLIN_007,Physician,Community Clinic,8
HCP_1593,Victor Fadel,Alberta,Pediatrics,FAC_AB_ACAD_002,Physician,Academic/Teaching Hospital,13
HCP_1594,Jeanmarie Beatty,Alberta,Pediatrics,FAC_AB_PRIV_002,Physician,Private Practice,19
HCP_1595,Dahlia Renner,Alberta,Pediatrics,FAC_AB_HOSP_003,Physician,Hospital,25
HCP_1596,Edie Howell,Alberta,Pediatrics,FAC_AB_CLIN_007,Physician,Community Clinic,33
HCP_1597,Andrés Sauceda,Alberta,Pediatrics,FAC_AB_CLIN_005,Physician,Community Clinic,7
HCP_1598,Alfred Weber,Alberta,Pediatrics,FAC_AB_PRIV_006,Physician,Private Practice,34
HCP_1599,Carroll McClure,Alberta,Pediatrics,FAC_AB_CLIN_006,Physician,Community Clinic,19
HCP_1600,Kathlyn Borer,Alberta,Pediatrics,FAC_AB_PRIV_006,Physician,Private Practice,5
HCP_1601,Myrl Eichmann,Alberta,Pediatrics,FAC_AB_CLIN_003,Physician,Community Clinic,33
HCP_1602,Kelly Boyle,Alberta,Pediatrics,FAC_AB_PRIV_003,Physician,Private Practice,13
HCP_1603,Parker Grady,Alberta,Pediatrics,FAC_AB_HOSP_005,Physician,Hospital,22
HCP_1604,Gale Jacobi,Alberta,Pediatrics,FAC_AB_PRIV_002,Physician,Private Practice,25
HCP_1605,Cheree Cassin,Alberta,Pediatrics,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,1
HCP_1606,Santina Klocko,Alberta,Pediatrics,FAC_AB_HOSP_008,Physician,Hospital,8
HCP_1607,Jamie Eichmann,Alberta,Pediatrics,FAC_AB_CLIN_008,Physician,Community Clinic,25
HCP_1608,Chad Sawayn,Alberta,Pediatrics,FAC_AB_PRIV_003,Physician,Private Practice,12
HCP_1609,Lyndia Hettinger,Alberta,Pediatrics,FAC_AB_PRIV_007,Physician,Private Practice,1
HCP_1610,Mohammed Parisian,Alberta,Pediatrics,FAC_AB_PRIV_008,Physician,Private Practice,1
HCP_1611,Carlos Bins,Alberta,Pediatrics,FAC_AB_PRIV_008,Physician,Private Practice,29
HCP_1612,Pamelia Harber,Alberta,Pediatrics,FAC_AB_PRIV_002,Physician,Private Practice,6
HCP_1613,Gemma Effertz,Alberta,Pediatrics,FAC_AB_PRIV_005,Physician,Private Practice,4
HCP_1614,Rosalba Greenfelder,Alberta,Pediatrics,FAC_AB_HOSP_008,Physician,Hospital,20
HCP_1615,Lynwood Monahan,Alberta,Pediatrics,FAC_AB_ACAD_001,Physician,Academic/Teaching Hospital,5
HCP_1616,Vertie Towne,Alberta,Pediatrics,FAC_AB_CLIN_008,Physician,Community Clinic,23
HCP_1617,Cathi Gulgowski,Alberta,Pediatrics,FAC_AB_HOSP_002,Physician,Hospital,20
HCP_1618,Britta Stokes,Alberta,Pediatrics,FAC_AB_CLIN_008,Physician,Community Clinic,23
HCP_1619,Cheree Cassin,Alberta,Pediatrics,FAC_AB_CLIN_006,Physician,Community Clinic,18
HCP_1620,Sibusiso Ndlovu,Alberta,Pediatrics,FAC_AB_HOSP_002,Physician,Hospital,28
HCP_1621,Lesley Murazik,Alberta,Pediatrics,FAC_AB_ACAD_005,Physician,Academic/Teaching Hospital,23
HCP_1622,Tomas Sauer,Alberta,Pediatrics,FAC_AB_HOSP_006,Physician,Hospital,15
HCP_1623,Arjun Malhotra,Alberta,Pediatrics,FAC_AB_CLIN_001,Physician,Community Clinic,1
HCP_1624,Patricia Salgado,Alberta,Pediatrics,FAC_AB_CLIN_003,Physician,Community Clinic,10
HCP_1625,Rory Kuvalis,Alberta,Pediatrics,FAC_AB_ACAD_005,Physician,Academic/Teaching Hospital,5
HCP_1626,Sibusiso Ndlovu,Alberta,Pediatrics,FAC_AB_PRIV_002,Physician,Private Practice,1
HCP_1627,Leilani Stoltenberg,Alberta,Pediatrics,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,10
HCP_1628,Willie Kessler,Alberta,Pediatrics,FAC_AB_HOSP_003,Physician,Hospital,8
HCP_1629,Bart Jenkins,Alberta,Pediatrics,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,3
HCP_1630,Mohammed Parisian,Alberta,Pediatrics,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,11
HCP_1631,Estefana Emmerich,Alberta,Pediatrics,FAC_AB_CLIN_004,Physician,Community Clinic,18
HCP_1632,Aubrey Greenfelder,Alberta,Pediatrics,FAC_AB_PRIV_006,Physician,Private Practice,7
HCP_1633,Hassan Rath,Alberta,Dermatology,FAC_AB_HOSP_002,Physician,Hospital,10
HCP_1634,Mariano West,Alberta,Dermatology,FAC_AB_ACAD_005,Physician,Academic/Teaching Hospital,1
HCP_1635,Caroyln Hyatt,Alberta,Dermatology,FAC_AB_ACAD_006,Physician,Academic/Teaching Hospital,2
HCP_1636,Latashia Glover,Alberta,Dermatology,FAC_AB_CLIN_008,Physician,Community Clinic,6
HCP_1637,Edie Howell,Alberta,Dermatology,FAC_AB_PRIV_004,Physician,Private Practice,16
HCP_1638,Arcelia Gottlieb,Alberta,Dermatology,FAC_AB_CLIN_005,Physician,Community Clinic,24
HCP_1639,Kasi Hickle,Alberta,Dermatology,FAC_AB_HOSP_001,Physician,Hospital,28
HCP_1640,Randa Leuschke,Alberta,General Surgery,FAC_AB_PRIV_006,Physician,Private Practice,23
HCP_1641,Della Steuber,Alberta,General Surgery,FAC_AB_PRIV_006,Physician,Private Practice,22
HCP_1642,Leonor Najera,Alberta,General Surgery,FAC_AB_ACAD_001,Physician,Academic/Teaching Hospital,33
HCP_1643,Curtis Hamill,Alberta,General Surgery,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,9
HCP_1644,Antonietta Reilly,Alberta,General Surgery,FAC_AB_CLIN_005,Physician,Community Clinic,28
HCP_1645,Judith Johns,Alberta,General Surgery,FAC_AB_ACAD_001,Physician,Academic/Teaching Hospital,33
HCP_1646,Paige Goodwin,Alberta,General Surgery,FAC_AB_PRIV_008,Physician,Private Practice,20
HCP_1647,Vivien Leffler,Alberta,General Surgery,FAC_AB_PRIV_004,Physician,Private Practice,30
HCP_1648,Haywood Gleichner,Alberta,General Surgery,FAC_AB_PRIV_003,Physician,Private Practice,5
HCP_1649,Thandi Mokoena,Alberta,General Surgery,FAC_AB_ACAD_004,Physician,Academic/Teaching Hospital,31
HCP_1650,Brandon Gerhold,Alberta,General Surgery,FAC_AB_PRIV_005,Physician,Private Practice,20
HCP_1651,Shaunte Bergstrom,Alberta,General Surgery,FAC_AB_HOSP_004,Physician,Hospital,8
HCP_1652,Jeanmarie Beatty,Alberta,General Surgery,FAC_AB_HOSP_004,Physician,Hospital,3
HCP_1653,Leonor Najera,Alberta,General Surgery,FAC_AB_CLIN_002,Physician,Community Clinic,26
HCP_1654,Antonietta Reilly,Alberta,Urology,FAC_AB_PRIV_002,Physician,Private Practice,16
HCP_1655,Lon Lind,Alberta,Urology,FAC_AB_PRIV_001,Physician,Private Practice,11
HCP_1656,Florinda Schimmel,Alberta,Urology,FAC_AB_CLIN_007,Physician,Community Clinic,14
HCP_1657,Carroll McClure,Alberta,Urology,FAC_AB_PRIV_005,Physician,Private Practice,35
HCP_1658,Olen Heathcote,Alberta,Orthopedic Surgery,FAC_AB_ACAD_002,Physician,Academic/Teaching Hospital,15
HCP_1659,Albertina Skiles,Alberta,Orthopedic Surgery,FAC_AB_CLIN_003,Physician,Community Clinic,3
HCP_1660,Matt Bartell,Alberta,Orthopedic Surgery,FAC_AB_CLIN_001,Physician,Community Clinic,10
HCP_1661,Arcelia Gottlieb,Alberta,Orthopedic Surgery,FAC_AB_PRIV_007,Physician,Private Practice,6
HCP_1662,Lucienne Hudson,Alberta,Orthopedic Surgery,FAC_AB_CLIN_008,Physician,Community Clinic,25
HCP_1663,Leola Tremblay,Alberta,Orthopedic Surgery,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,29
HCP_1664,Rory Kuvalis,Alberta,Orthopedic Surgery,FAC_AB_ACAD_004,Physician,Academic/Teaching Hospital,30
HCP_1665,Buster Ferry,Alberta,Orthopedic Surgery,FAC_AB_PRIV_005,Physician,Private Practice,23
HCP_1666,Camille Erdman,Alberta,Orthopedic Surgery,FAC_AB_CLIN_002,Physician,Community Clinic,27
HCP_1667,Lavera Flatley,Alberta,Orthopedic Surgery,FAC_AB_PRIV_007,Physician,Private Practice,15
HCP_1668,Louvenia Botsford,Alberta,Orthopedic Surgery,FAC_AB_HOSP_005,Physician,Hospital,22
HCP_1669,Kimberely Beatty,Alberta,Orthopedic Surgery,FAC_AB_CLIN_001,Physician,Community Clinic,4
HCP_1670,Alfred Weber,Alberta,Orthopedic Surgery,FAC_AB_HOSP_002,Physician,Hospital,19
HCP_1671,Edmundo Bauch,Alberta,Orthopedic Surgery,FAC_AB_HOSP_006,Physician,Hospital,20
HCP_1672,Haley Effertz,Alberta,Orthopedic Surgery,FAC_AB_HOSP_006,Physician,Hospital,2
HCP_1673,Lesley Murazik,Alberta,Ophthalmology,FAC_AB_PRIV_002,Physician,Private Practice,20
HCP_1674,Yasmine Boehm,Alberta,Ophthalmology,FAC_AB_HOSP_004,Physician,Hospital,26
HCP_1675,Thad Osinski,Alberta,Ophthalmology,FAC_AB_PRIV_004,Physician,Private Practice,13
HCP_1676,Naledi Khumalo,Alberta,Ophthalmology,FAC_AB_CLIN_001,Physician,Community Clinic,20
HCP_1677,Jamie Eichmann,Alberta,Ophthalmology,FAC_AB_CLIN_004,Physician,Community Clinic,11
HCP_1678,Jeanelle Wyman,Alberta,Ophthalmology,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,10
HCP_1679,Arjun Malhotra,Alberta,Ophthalmology,FAC_AB_PRIV_005,Physician,Private Practice,5
HCP_1680,Mario Guerra,Alberta,Ophthalmology,FAC_AB_PRIV_003,Physician,Private Practice,12
HCP_1681,Yuki Tanaka,Alberta,Ophthalmology,FAC_AB_PRIV_001,Physician,Private Practice,29
HCP_1682,Gaynell Streich,Alberta,Ophthalmology,FAC_AB_HOSP_002,Physician,Hospital,33
HCP_1683,Terry Wiegand,Alberta,Obstetrics/Gynecology,FAC_AB_HOSP_005,Physician,Hospital,23
HCP_1684,Jeff Waters,Alberta,Obstetrics/Gynecology,FAC_AB_PRIV_001,Physician,Private Practice,22
HCP_1685,Arnoldo Carter,Alberta,Obstetrics/Gynecology,FAC_AB_ACAD_003,Physician,Academic/Teaching Hospital,22
HCP_1686,Alecia Welch,Alberta,Obstetrics/Gynecology,FAC_AB_HOSP_006,Physician,Hospital,17
HCP_1687,Maribel Reilly,Alberta,Obstetrics/Gynecology,FAC_AB_HOSP_003,Physician,Hospital,15
HCP_1688,Adela Chapa,Alberta,Obstetrics/Gynecology,FAC_AB_ACAD_006,Physician,Academic/Teaching Hospital,22
HCP_1689,Rahul Menon,Alberta,Obstetrics/Gynecology,FAC_AB_ACAD_006,Physician,Academic/Teaching Hospital,28
HCP_1690,Veda Pfeffer,Alberta,Obstetrics/Gynecology,FAC_AB_HOSP_003,Physician,Hospital,15
HCP_1691,Crissy O'Connell,Alberta,Obstetrics/Gynecology,FAC_AB_CLIN_001,Physician,Community Clinic,20
HCP_1692,Santina Klocko,Alberta,Obstetrics/Gynecology,FAC_AB_PRIV_008,Physician,Private Practice,17
HCP_1693,Andrés Sauceda,Alberta,Obstetrics/Gynecology,FAC_AB_HOSP_005,Physician,Hospital,10
HCP_1694,Camille Erdman,Alberta,Obstetrics/Gynecology,FAC_AB_CLIN_007,Physician,Community Clinic,11
HCP_1695,Tressa Kovacek,Alberta,Obstetrics/Gynecology,FAC_AB_CLIN_005,Physician,Community Clinic,3
HCP_1696,Maximo Carter,Alberta,Obstetrics/Gynecology,FAC_AB_PRIV_005,Physician,Private Practice,16
HCP_1697,Don Denesik,Alberta,Obstetrics/Gynecology,FAC_AB_CLIN_003,Physician,Community Clinic,25
HCP_1698,Jamie Eichmann,Alberta,Obstetrics/Gynecology,FAC_AB_CLIN_001,Physician,Community Clinic,24
HCP_1699,Arnoldo Carter,Alberta,Obstetrics/Gynecology,FAC_AB_CLIN_004,Physician,Community Clinic,35
HCP_1700,Mika Suzuki,Alberta,Obstetrics/Gynecology,FAC_AB_ACAD_001,Physician,Academic/Teaching Hospital,2
HCP_1701,Lesley Murazik,Alberta,Obstetrics/Gynecology,FAC_AB_HOSP_003,Physician,Hospital,27
HCP_1702,Sanford Gottlieb,Alberta,Obstetrics/Gynecology,FAC_AB_HOSP_004,Physician,Hospital,28
HCP_1703,Indira Willms,British Columbia,Internal Medicine,FAC_BC_HOSP_009,Physician,Hospital,16
HCP_1704,Luke Rath,British Columbia,Internal Medicine,FAC_BC_ACAD_003,Physician,Academic/Teaching Hospital,10
HCP_1705,Priya Nair,British Columbia,Internal Medicine,FAC_BC_ACAD_003,Physician,Academic/Teaching Hospital,13
HCP_1706,Noe Gutkowski,British Columbia,Internal Medicine,FAC_BC_PRIV_009,Physician,Private Practice,24
HCP_1707,Naledi Khumalo,British Columbia,Internal Medicine,FAC_BC_HOSP_002,Physician,Hospital,31
HCP_1708,Rohan Kapoor,British Columbia,Internal Medicine,FAC_BC_ACAD_001,Physician,Academic/Teaching Hospital,23
HCP_1709,Michell Friesen,British Columbia,Internal Medicine,FAC_BC_CLIN_006,Physician,Community Clinic,18
HCP_1710,Leif Grant,British Columbia,Internal Medicine,FAC_BC_ACAD_009,Physician,Academic/Teaching Hospital,23
HCP_1711,Ofelia Skiles,British Columbia,Internal Medicine,FAC_BC_CLIN_007,Physician,Community Clinic,3
HCP_1712,Don Denesik,British Columbia,Internal Medicine,FAC_BC_ACAD_001,Physician,Academic/Teaching Hospital,22
HCP_1713,Mariano West,British Columbia,Internal Medicine,FAC_BC_ACAD_007,Physician,Academic/Teaching Hospital,2
HCP_1714,Joan Trantow,British Columbia,Internal Medicine,FAC_BC_HOSP_002,Physician,Hospital,34
HCP_1715,Gerard Schaefer,British Columbia,Internal Medicine,FAC_BC_PRIV_005,Physician,Private Practice,32
HCP_1716,Karisa Stiedemann,British Columbia,Internal Medicine,FAC_BC_CLIN_006,Physician,Community Clinic,18
HCP_1717,Gerard Schaefer,British Columbia,Internal Medicine,FAC_BC_CLIN_007,Physician,Community Clinic,14
HCP_1718,Horace Collier,British Columbia,Internal Medicine,FAC_BC_CLIN_007,Physician,Community Clinic,26
HCP_1719,Deloris Zemlak,British Columbia,Internal Medicine,FAC_BC_PRIV_004,Physician,Private Practice,23
HCP_1720,Blanca Feliciano,British Columbia,Internal Medicine,FAC_BC_CLIN_005,Physician,Community Clinic,25
HCP_1721,Hassan Rath,British Columbia,Internal Medicine,FAC_BC_PRIV_003,Physician,Private Practice,19
HCP_1722,Homero Zúñiga,British Columbia,Internal Medicine,FAC_BC_PRIV_007,Physician,Private Practice,9
HCP_1723,Alia Adams,British Columbia,Internal Medicine,FAC_BC_ACAD_003,Physician,Academic/Teaching Hospital,3
HCP_1724,Kathe O'Conner,British Columbia,Internal Medicine,FAC_BC_ACAD_004,Physician,Academic/Teaching Hospital,10
HCP_1725,Kimberely Beatty,British Columbia,Internal Medicine,FAC_BC_HOSP_010,Physician,Hospital,19
HCP_1726,Dena Rau,British Columbia,Internal Medicine,FAC_BC_ACAD_003,Physician,Academic/Teaching Hospital,15
HCP_1727,Haruto Sato,British Columbia,Internal Medicine,FAC_BC_HOSP_006,Physician,Hospital,18
HCP_1728,Estefana Emmerich,British Columbia,Internal Medicine,FAC_BC_PRIV_010,Physician,Private Practice,10
HCP_1729,Curtis Hamill,British Columbia,Internal Medicine,FAC_BC_CLIN_005,Physician,Community Clinic,33
HCP_1730,Vern Powlowski,British Columbia,Internal Medicine,FAC_BC_PRIV_010,Physician,Private Practice,13
HCP_1731,Rosalind Kutch,British Columbia,Internal Medicine,FAC_BC_PRIV_003,Physician,Private Practice,30
HCP_1732,Drew Kohler,British Columbia,Internal Medicine,FAC_BC_ACAD_008,Physician,Academic/Teaching Hospital,14
HCP_1733,Dahlia Renner,British Columbia,Internal Medicine,FAC_BC_CLIN_007,Physician,Community Clinic,16
HCP_1734,Billy Bahringer,British Columbia,Internal Medicine,FAC_BC_ACAD_001,Physician,Academic/Teaching Hospital,22
HCP_1735,Noe Gutkowski,British Columbia,Internal Medicine,FAC_BC_CLIN_003,Physician,Community Clinic,10
HCP_1736,Jeff Waters,British Columbia,Internal Medicine,FAC_BC_HOSP_006,Physician,Hospital,8
HCP_1737,Shawnee Zieme,British Columbia,Internal Medicine,FAC_BC_CLIN_001,Physician,Community Clinic,14
HCP_1738,Oscar Mateo,British Columbia,Internal Medicine,FAC_BC_PRIV_006,Physician,Private Practice,29
HCP_1739,Tomas Sauer,British Columbia,Internal Medicine,FAC_BC_PRIV_008,Physician,Private Practice,6
HCP_1740,Donita Ward,British Columbia,Internal Medicine,FAC_BC_ACAD_004,Physician,Academic/Teaching Hospital,16
HCP_1741,Carmelina Wisozk,British Columbia,Internal Medicine,FAC_BC_HOSP_002,Physician,Hospital,24
HCP_1742,Homero Zúñiga,British Columbia,Internal Medicine,FAC_BC_CLIN_007,Physician,Community Clinic,25
HCP_1743,Daron Berge,British Columbia,Internal Medicine,FAC_BC_ACAD_003,Physician,Academic/Teaching Hospital,16
HCP_1744,Phillip McCullough,British Columbia,Internal Medicine,FAC_BC_CLIN_003,Physician,Community Clinic,3
HCP_1745,Leif Grant,British Columbia,Internal Medicine,FAC_BC_HOSP_003,Physician,Hospital,1
HCP_1746,Sipho Dlamini,British Columbia,Internal Medicine,FAC_BC_ACAD_003,Physician,Academic/Teaching Hospital,17
HCP_1747,Lerato Molefe,British Columbia,Internal Medicine,FAC_BC_CLIN_008,Physician,Community Clinic,29
HCP_1748,Horace Collier,British Columbia,Internal Medicine,FAC_BC_ACAD_002,Physician,Academic/Teaching Hospital,1
HCP_1749,Marianela Anderson,British Columbia,Internal Medicine,FAC_BC_ACAD_009,Physician,Academic/Teaching Hospital,32
HCP_1750,Thad Osinski,British Columbia,Internal Medicine,FAC_BC_ACAD_004,Physician,Academic/Teaching Hospital,24
HCP_1751,Vivek Iyer,British Columbia,Internal Medicine,FAC_BC_PRIV_007,Physician,Private Practice,1
HCP_1752,Santina Klocko,British Columbia,Cardiology,FAC_BC_ACAD_004,Physician,Academic/Teaching Hospital,13
HCP_1753,Darrel Lang,British Columbia,Cardiology,FAC_BC_ACAD_004,Physician,Academic/Teaching Hospital,8
HCP_1754,Camille Erdman,British Columbia,Cardiology,FAC_BC_CLIN_004,Physician,Community Clinic,34
HCP_1755,Earl Fahey,British Columbia,Cardiology,FAC_BC_HOSP_009,Physician,Hospital,20
HCP_1756,Rayford Wisozk,British Columbia,Cardiology,FAC_BC_CLIN_007,Physician,Community Clinic,12
HCP_1757,Benita Boehm,British Columbia,Cardiology,FAC_BC_PRIV_001,Physician,Private Practice,10
HCP_1758,Lucienne Hudson,British Columbia,Cardiology,FAC_BC_PRIV_007,Physician,Private Practice,20
HCP_1759,Estefana Emmerich,British Columbia,Cardiology,FAC_BC_HOSP_004,Physician,Hospital,1
HCP_1760,Leilani Stoltenberg,British Columbia,Cardiology,FAC_BC_PRIV_001,Physician,Private Practice,10
HCP_1761,Victor Fadel,British Columbia,Cardiology,FAC_BC_HOSP_006,Physician,Hospital,6
HCP_1762,Adela Chapa,British Columbia,Cardiology,FAC_BC_PRIV_002,Physician,Private Practice,22
HCP_1763,Gaynell Streich,British Columbia,Cardiology,FAC_BC_PRIV_008,Physician,Private Practice,24
HCP_1764,Alexander Koch,British Columbia,Cardiology,FAC_BC_PRIV_002,Physician,Private Practice,17
HCP_1765,Lenny Dare,British Columbia,Gastroenterology,FAC_BC_CLIN_001,Physician,Community Clinic,5
HCP_1766,Neha Deshmukh,British Columbia,Gastroenterology,FAC_BC_CLIN_006,Physician,Community Clinic,13
HCP_1767,Shawnee Zieme,British Columbia,Gastroenterology,FAC_BC_PRIV_004,Physician,Private Practice,30
HCP_1768,Corrina Pacocha,British Columbia,Gastroenterology,FAC_BC_PRIV_007,Physician,Private Practice,8
HCP_1769,Houston Osinski,British Columbia,Gastroenterology,FAC_BC_ACAD_009,Physician,Academic/Teaching Hospital,6
HCP_1770,Luke Rath,British Columbia,Gastroenterology,FAC_BC_CLIN_004,Physician,Community Clinic,4
HCP_1771,Juan Connelly,British Columbia,Gastroenterology,FAC_BC_CLIN_004,Physician,Community Clinic,29
HCP_1772,Horace Collier,British Columbia,Neurology,FAC_BC_CLIN_003,Physician,Community Clinic,5
HCP_1773,Micheal Deckow,British Columbia,Neurology,FAC_BC_PRIV_008,Physician,Private Practice,21
HCP_1774,Camille Erdman,British Columbia,Neurology,FAC_BC_HOSP_004,Physician,Hospital,35
HCP_1775,Alaine Gusikowski,British Columbia,Neurology,FAC_BC_CLIN_008,Physician,Community Clinic,23
HCP_1776,Judith Johns,British Columbia,Neurology,FAC_BC_HOSP_003,Physician,Hospital,15
HCP_1777,Felton Glover,British Columbia,Neurology,FAC_BC_PRIV_005,Physician,Private Practice,8
HCP_1778,Tressa Kovacek,British Columbia,Neurology,FAC_BC_ACAD_004,Physician,Academic/Teaching Hospital,1
HCP_1779,So Legros,British Columbia,Neurology,FAC_BC_ACAD_004,Physician,Academic/Teaching Hospital,6
HCP_1780,Maximo Carter,British Columbia,Neurology,FAC_BC_CLIN_004,Physician,Community Clinic,34
HCP_1781,Garth Wyman,British Columbia,Neurology,FAC_BC_HOSP_002,Physician,Hospital,6
HCP_1782,Ofelia Skiles,British Columbia,Neurology,FAC_BC_HOSP_010,Physician,Hospital,1
HCP_1783,Phillip McCullough,British Columbia,Neurology,FAC_BC_HOSP_010,Physician,Hospital,29
HCP_1784,Kenji Yamamoto,British Columbia,Neurology,FAC_BC_ACAD_003,Physician,Academic/Teaching Hospital,15
HCP_1785,Alfred Weber,British Columbia,Neurology,FAC_BC_ACAD_003,Physician,Academic/Teaching Hospital,13
HCP_1786,Michell Friesen,British Columbia,Neurology,FAC_BC_PRIV_002,Physician,Private Practice,26
HCP_1787,Luke Rath,British Columbia,Neurology,FAC_BC_HOSP_002,Physician,Hospital,19
HCP_1788,Oscar Mateo,British Columbia,Neurology,FAC_BC_HOSP_004,Physician,Hospital,33
